payment_id,invoice_id,payment_date,amount,payment_source
PAY-0009575,INV-2025-009752,2025-07-02,3464.44,ACH
PAY-0014254,INV-2025-014512,2025-04-16,3595.47,ACH
PAY-0005567,INV-2024-005648,2024-08-20,2866.91,Check
PAY-0017889,INV-2025-018208,2026-01-30,6874.42,ACH
PAY-0000490,INV-2024-000502,2024-07-24,797.87,ACH
PAY-0018268,INV-2025-018597,2025-10-29,4274.07,ACH
PAY-0015608,INV-2024-015894,2024-12-20,4218.27,ACH
PAY-0011886,INV-2025-012097,2025-10-24,5615.44,ACH
PAY-0015072,INV-2025-015344,2025-10-29,5357.02,ACH
PAY-0010781,INV-2024-010974,2024-08-26,2449.52,Check
PAY-0002293,INV-2025-002318,2025-03-10,3941.90,Wire
PAY-0005305,INV-2024-005382,2024-12-23,1700.91,ACH
PAY-0000704,INV-2025-000716,2025-05-23,5971.95,Check
PAY-0014561,INV-2025-014827,2025-06-13,5500.47,ACH
PAY-0002797,INV-2024-002832,2024-05-09,2536.10,Check
PAY-0017001,INV-2025-017306,2025-03-21,15736.39,Check
PAY-0004660,INV-2025-004732,2025-10-27,5505.30,Card
PAY-0009640,INV-2025-009819,2025-08-22,6090.99,Check
PAY-0016144,INV-2024-016434,2024-12-10,4377.36,ACH
PAY-0002418,INV-2025-002445,2025-09-08,10562.27,Wire
PAY-0000974,INV-2025-000989,2025-05-16,3610.91,Check
PAY-0010684,INV-2024-010874,2024-10-11,2368.60,Check
PAY-0011763,INV-2024-011969,2024-10-04,2163.37,Check
PAY-0016718,INV-2024-017018,2024-02-09,3771.76,ACH
PAY-0008524,INV-2024-008679,2024-07-26,3320.19,Check
PAY-0004049,INV-2025-004107,2025-11-14,546.64,ACH
PAY-0005935,INV-2025-006028,2025-12-18,19083.36,Wire
PAY-0008649,INV-2025-008807,2025-02-10,10472.22,ACH
PAY-0000194,INV-2025-000196,2025-09-19,5716.77,Check
PAY-0003935,INV-2025-003991,2025-06-23,4485.58,ACH
PAY-0002189,INV-2024-002214,2024-08-16,1552.92,ACH
PAY-0005117,INV-2024-005190,2024-12-13,2598.30,Check
PAY-0014613,INV-2024-014879,2024-11-15,100.00,ACH
PAY-0013698,INV-2025-013943,2025-11-14,4580.65,ACH
PAY-0000344,INV-2025-000351,2025-10-24,6004.93,Wire
PAY-0005276,INV-2024-005353,2024-05-03,4422.28,Check
PAY-0010611,INV-2024-010801,2024-04-29,2337.09,Check
PAY-0005250,INV-2025-005327,2025-06-30,4389.91,ACH
PAY-0008213,INV-2025-008364,2025-08-22,8896.20,Card
PAY-0007766,INV-2024-007908,2024-03-28,3889.18,ACH
PAY-0002013,INV-2025-002037,2026-01-16,3166.81,ACH
PAY-0002756,INV-2025-002789,2025-09-03,3710.00,Check
PAY-0015991,INV-2024-016281,2024-08-06,6246.68,ACH
PAY-0014685,INV-2024-014951,2024-07-12,4484.04,Check
PAY-0016248,INV-2025-016538,2026-02-03,1580.49,ACH
PAY-0018949,INV-2024-019288,2024-05-24,6850.21,ACH
PAY-0017534,INV-2024-017848,2024-08-30,512.58,Check
PAY-0014507,INV-2025-014772,2025-11-24,5439.53,ACH
PAY-0016568,INV-2024-016862,2025-01-03,6573.09,ACH
PAY-0003184,INV-2025-003225,2025-09-09,2800.23,ACH
PAY-0002867,INV-2024-002902,2024-11-07,6228.02,Check
PAY-0007020,INV-2025-007133,2026-01-15,5336.90,Check
PAY-0008902,INV-2024-009063,2024-10-17,1832.48,ACH
PAY-0003202,INV-2024-003243,2024-03-19,9471.52,ACH
PAY-0015644,INV-2024-015931,2024-03-26,7995.19,Check
PAY-0006362,INV-2025-006462,2025-11-05,5367.59,ACH
PAY-0002371,INV-2024-002396,2024-11-22,4377.65,ACH
PAY-0011253,INV-2025-011457,2025-08-01,14052.80,ACH
PAY-0008903,INV-2024-009064,2024-12-17,3359.38,ACH
PAY-0005221,INV-2024-005298,2024-05-24,6072.15,ACH
PAY-0013602,INV-2025-013846,2025-08-11,2175.25,Card
PAY-0003293,INV-2024-003336,2024-04-05,2071.40,ACH
PAY-0014223,INV-2024-014481,2024-07-24,8697.76,ACH
PAY-0012674,INV-2025-012897,2025-04-02,3319.64,Check
PAY-0019353,INV-2025-019698,2025-03-03,5625.51,ACH
PAY-0004961,INV-2024-005033,2024-02-27,4371.12,Card
PAY-0004774,INV-2024-004846,2024-01-30,2737.52,ACH
PAY-0011586,INV-2024-011791,2024-10-03,756.86,Wire
PAY-0015323,INV-2025-015595,2025-01-24,4052.42,Check
PAY-0007670,INV-2025-007809,2025-03-07,7149.80,ACH
PAY-0008879,INV-2025-009040,2025-12-17,15984.43,ACH
PAY-0015925,INV-2025-016215,2025-09-29,6505.76,Check
PAY-0003810,INV-2024-003862,2024-04-05,3444.09,ACH
PAY-0002723,INV-2025-002756,2025-09-22,1381.85,ACH
PAY-0006385,INV-2024-006486,2024-06-20,7819.42,ACH
PAY-0009127,INV-2024-009295,2024-09-26,6812.23,Check
PAY-0008024,INV-2025-008172,2025-08-11,5174.97,ACH
PAY-0006183,INV-2024-006283,2024-12-02,4545.44,ACH
PAY-0019416,INV-2024-019761,2024-09-26,5195.49,ACH
PAY-0012619,INV-2024-012842,2024-11-01,3116.79,Check
PAY-0016093,INV-2025-016383,2025-07-18,4900.43,Check
PAY-0013629,INV-2025-013873,2025-10-27,1858.15,Card
PAY-0010331,INV-2024-010519,2024-10-18,6629.27,ACH
PAY-0001636,INV-2024-001658,2024-09-26,4426.77,ACH
PAY-0004734,INV-2024-004806,2024-07-02,2372.24,ACH
PAY-0000016,INV-2024-000016,2024-07-12,3289.20,ACH
PAY-0002313,INV-2025-002338,2025-06-02,7019.49,ACH
PAY-0008452,INV-2025-008606,2026-01-23,3735.95,ACH
PAY-0006164,INV-2025-006263,2026-01-02,17605.39,Check
PAY-0002406,INV-2024-002433,2024-03-29,5973.60,ACH
PAY-0002198,INV-2025-002223,2025-06-06,1403.64,Check
PAY-0013164,INV-2025-013401,2025-05-09,7779.10,ACH
PAY-0008712,INV-2024-008872,2024-07-05,4809.18,ACH
PAY-0018680,INV-2024-019017,2024-04-23,5731.84,ACH
PAY-0007796,INV-2024-007939,2025-01-03,3578.19,Check
PAY-0011177,INV-2025-011379,2025-08-29,3522.23,ACH
PAY-0012015,INV-2025-012227,2025-11-25,12538.18,Card
PAY-0015978,INV-2025-016268,2026-01-09,3515.39,Check
PAY-0007131,INV-2025-007249,2025-05-06,2210.85,Check
PAY-0007439,INV-2025-007569,2025-08-22,8641.27,ACH
PAY-0005113,INV-2024-005186,2024-07-04,2622.90,ACH
PAY-0000332,INV-2024-000339,2024-10-04,7186.39,ACH
PAY-0004670,INV-2024-004742,2024-02-23,3662.60,Check
PAY-0011539,INV-2024-011744,2024-04-02,5483.54,ACH
PAY-0009148,INV-2024-009316,2024-07-22,1739.33,ACH
PAY-0016334,INV-2024-016624,2024-04-19,8227.11,Check
PAY-0013544,INV-2024-013788,2024-04-02,5467.89,ACH
PAY-0001948,INV-2024-001971,2024-05-16,12029.90,ACH
PAY-0004329,INV-2024-004392,2024-10-31,1524.08,ACH
PAY-0007856,INV-2025-008004,2025-10-03,6951.68,ACH
PAY-0011023,INV-2024-011224,2025-01-03,1099.81,ACH
PAY-0016877,INV-2025-017178,2025-06-30,100.00,ACH
PAY-0017893,INV-2024-018212,2024-10-08,8687.54,ACH
PAY-0013769,INV-2025-014016,2025-09-12,4533.68,Check
PAY-0008168,INV-2024-008317,2024-12-26,2999.02,ACH
PAY-0003510,INV-2025-003554,2025-02-10,996.79,ACH
PAY-0013426,INV-2024-013666,2024-03-21,6969.98,ACH
PAY-0002304,INV-2025-002329,2025-05-30,4321.61,ACH
PAY-0004966,INV-2024-005038,2024-12-27,4921.65,ACH
PAY-0009611,INV-2024-009790,2024-08-30,3466.61,Card
PAY-0002499,INV-2024-002527,2024-12-06,5820.73,Check
PAY-0007830,INV-2025-007974,2025-11-20,4098.93,Check
PAY-0002495,INV-2024-002523,2024-07-30,304.77,Check
PAY-0017746,INV-2024-018062,2024-07-05,3739.99,ACH
PAY-0013099,INV-2024-013335,2024-01-10,3861.42,Check
PAY-0017661,INV-2025-017976,2025-03-06,2424.76,ACH
PAY-0006166,INV-2024-006266,2024-07-25,5027.57,Check
PAY-0001057,INV-2025-001073,2025-03-12,3186.72,ACH
PAY-0004958,INV-2025-005030,2026-02-05,3884.19,Check
PAY-0018190,INV-2025-018517,2025-04-25,2217.78,Check
PAY-0009526,INV-2024-009703,2024-07-22,6412.02,Card
PAY-0003843,INV-2024-003895,2024-02-22,3033.37,Check
PAY-0014773,INV-2025-015040,2025-02-14,3769.38,Check
PAY-0001982,INV-2025-002006,2025-05-16,16140.37,Card
PAY-0016534,INV-2025-016828,2025-01-27,688.32,ACH
PAY-0016944,INV-2025-017248,2025-10-31,1818.87,ACH
PAY-0003271,INV-2025-003313,2025-10-31,3045.73,Check
PAY-0018170,INV-2024-018497,2024-03-08,9970.22,ACH
PAY-0009514,INV-2025-009691,2025-05-30,2075.88,Check
PAY-0012661,INV-2025-012884,2025-12-01,3685.07,Check
PAY-0011377,INV-2025-011581,2025-09-26,4864.15,Check
PAY-0009624,INV-2025-009803,2025-12-05,4907.43,ACH
PAY-0019056,INV-2025-019396,2025-12-31,6897.89,Check
PAY-0011883,INV-2025-012094,2025-06-13,2021.73,ACH
PAY-0001517,INV-2025-001535,2025-12-29,7726.04,ACH
PAY-0005334,INV-2024-005411,2024-11-22,4202.94,ACH
PAY-0008971,INV-2024-009133,2024-04-01,3056.40,ACH
PAY-0000670,INV-2024-000682,2024-06-11,8818.06,Wire
PAY-0015493,INV-2025-015778,2025-04-21,6278.99,ACH
PAY-0011376,INV-2025-011580,2025-06-23,9945.25,ACH
PAY-0009273,INV-2025-009447,2025-01-30,1752.06,Wire
PAY-0015451,INV-2024-015733,2024-02-23,6869.26,ACH
PAY-0018526,INV-2025-018860,2025-03-05,8622.96,Check
PAY-0009584,INV-2024-009763,2024-11-15,13175.51,Card
PAY-0006870,INV-2024-006977,2024-11-08,1972.67,Check
PAY-0015231,INV-2024-015503,2024-03-01,5085.88,Card
PAY-0005864,INV-2024-005956,2024-08-09,16354.83,ACH
PAY-0000216,INV-2024-000221,2024-10-29,2718.53,ACH
PAY-0009770,INV-2024-009952,2024-10-09,10621.78,Card
PAY-0002879,INV-2024-002914,2024-03-27,3066.33,ACH
PAY-0011635,INV-2024-011840,2024-04-05,3457.46,ACH
PAY-0017618,INV-2024-017933,2024-02-16,4879.19,ACH
PAY-0005842,INV-2024-005933,2024-03-22,4115.91,ACH
PAY-0013843,INV-2024-014090,2024-08-13,3806.26,Card
PAY-0004425,INV-2024-004492,2024-04-19,7399.18,Check
PAY-0002585,INV-2024-002615,2024-03-27,3356.24,ACH
PAY-0006573,INV-2025-006676,2025-04-25,3320.17,ACH
PAY-0019596,INV-2025-019944,2025-04-07,12991.01,Check
PAY-0005285,INV-2025-005362,2025-04-30,3922.41,Card
PAY-0005124,INV-2025-005197,2025-09-24,2567.02,Check
PAY-0018146,INV-2025-018472,2025-02-07,5861.61,Card
PAY-0007774,INV-2024-007916,2025-01-29,3324.17,Check
PAY-0010006,INV-2024-010189,2024-08-26,6670.09,Card
PAY-0014122,INV-2025-014378,2025-09-05,5307.80,Check
PAY-0012776,INV-2024-013006,2024-02-08,7670.28,Check
PAY-0006189,INV-2025-006289,2025-10-15,4701.46,ACH
PAY-0019175,INV-2024-019516,2024-09-27,2169.49,ACH
PAY-0011947,INV-2025-012159,2025-03-05,5980.75,ACH
PAY-0015570,INV-2024-015856,2024-06-21,8805.24,Check
PAY-0018166,INV-2025-018493,2025-12-12,2110.64,Card
PAY-0006365,INV-2024-006466,2024-10-25,5309.57,Check
PAY-0001112,INV-2025-001128,2025-12-24,6134.31,Card
PAY-0007504,INV-2024-007637,2024-12-26,1700.52,ACH
PAY-0007136,INV-2025-007254,2025-12-18,6436.43,ACH
PAY-0002563,INV-2025-002593,2025-05-09,5788.34,ACH
PAY-0004153,INV-2024-004214,2024-10-03,12425.46,Check
PAY-0002677,INV-2024-002709,2024-04-19,2160.91,ACH
PAY-0011760,INV-2024-011966,2024-01-19,11550.69,ACH
PAY-0008368,INV-2025-008521,2025-08-08,5424.27,ACH
PAY-0012960,INV-2025-013192,2025-01-28,3891.41,ACH
PAY-0004940,INV-2025-005012,2025-08-15,4034.58,ACH
PAY-0002566,INV-2025-002596,2026-01-01,7121.13,Card
PAY-0014847,INV-2024-015114,2024-10-22,5062.30,Check
PAY-0014050,INV-2025-014303,2025-10-27,5701.76,ACH
PAY-0019089,INV-2024-019429,2024-09-06,3572.49,ACH
PAY-0018928,INV-2025-019267,2025-11-04,4810.91,ACH
PAY-0004672,INV-2024-004744,2024-09-05,12673.86,ACH
PAY-0012187,INV-2025-012401,2025-06-20,2733.31,ACH
PAY-0019095,INV-2025-019435,2025-05-30,2211.68,Wire
PAY-0017273,INV-2025-017581,2025-10-30,5178.69,ACH
PAY-0007772,INV-2024-007914,2024-10-31,3515.58,Check
PAY-0014695,INV-2025-014961,2025-08-06,1833.08,ACH
PAY-0015850,INV-2024-016140,2025-01-22,4885.09,Check
PAY-0012434,INV-2024-012655,2024-08-26,2565.23,Wire
PAY-0006901,INV-2024-007009,2024-11-15,5355.25,Check
PAY-0019284,INV-2025-019628,2025-09-29,4323.48,ACH
PAY-0014666,INV-2025-014932,2025-04-30,13647.09,ACH
PAY-0018566,INV-2025-018902,2025-04-03,1200.54,Check
PAY-0008659,INV-2024-008817,2024-10-08,7320.66,Check
PAY-0008792,INV-2024-008953,2024-10-02,3847.02,ACH
PAY-0010003,INV-2024-010186,2024-02-19,4387.34,Check
PAY-0004052,INV-2024-004110,2024-02-02,3064.35,Check
PAY-0016013,INV-2024-016303,2024-10-18,4444.74,Check
PAY-0007732,INV-2024-007874,2024-05-03,6733.13,Check
PAY-0006135,INV-2024-006233,2024-04-11,2523.45,ACH
PAY-0012488,INV-2024-012710,2024-08-28,1786.45,ACH
PAY-0005791,INV-2024-005875,2025-01-27,6580.95,ACH
PAY-0003760,INV-2025-003811,2025-10-27,16956.03,ACH
PAY-0008126,INV-2025-008275,2025-02-07,6429.25,Check
PAY-0009876,INV-2025-010059,2025-07-11,100.00,ACH
PAY-0002262,INV-2024-002287,2024-03-08,5078.19,ACH
PAY-0007168,INV-2024-007286,2024-12-02,3927.61,ACH
PAY-0009269,INV-2024-009443,2024-10-04,1517.31,Check
PAY-0002780,INV-2024-002814,2024-08-09,4196.62,ACH
PAY-0005356,INV-2024-005434,2024-11-27,2329.31,Card
PAY-0003603,INV-2025-003647,2025-12-12,8282.18,Check
PAY-0013068,INV-2025-013302,2025-06-17,2403.83,Wire
PAY-0017572,INV-2025-017886,2025-06-12,13114.24,ACH
PAY-0013962,INV-2024-014214,2024-12-03,5205.37,ACH
PAY-0007967,INV-2025-008115,2025-05-16,5382.79,ACH
PAY-0000339,INV-2024-000346,2024-03-18,100.00,ACH
PAY-0014572,INV-2024-014838,2024-03-29,5941.88,ACH
PAY-0002791,INV-2025-002825,2025-11-10,2213.05,Check
PAY-0004135,INV-2025-004196,2025-07-23,4405.13,ACH
PAY-0009870,INV-2024-010053,2025-01-24,6380.26,Check
PAY-0004560,INV-2024-004628,2024-07-26,2827.80,Check
PAY-0017127,INV-2025-017434,2025-05-05,2932.19,Check
PAY-0004523,INV-2024-004590,2024-05-07,259.70,Card
PAY-0004706,INV-2024-004778,2024-02-16,5439.97,Check
PAY-0011108,INV-2024-011310,2024-10-18,3105.35,ACH
PAY-0000517,INV-2024-000529,2025-01-28,8013.32,Check
PAY-0009506,INV-2024-009683,2024-05-10,4001.83,Check
PAY-0017047,INV-2024-017352,2024-09-27,10098.65,ACH
PAY-0012723,INV-2024-012949,2024-04-19,4138.97,ACH
PAY-0018592,INV-2025-018928,2026-01-20,6163.32,ACH
PAY-0014958,INV-2024-015229,2024-08-02,5654.75,Check
PAY-0003406,INV-2025-003450,2025-11-07,4757.09,Card
PAY-0017619,INV-2024-017934,2024-04-19,3226.52,Check
PAY-0014216,INV-2025-014473,2026-01-16,100.00,Check
PAY-0013372,INV-2025-013611,2025-06-04,3742.82,Check
PAY-0013292,INV-2024-013530,2024-09-20,16561.35,ACH
PAY-0008728,INV-2025-008888,2025-12-26,419.91,Check
PAY-0002344,INV-2024-002369,2024-01-19,2226.41,ACH
PAY-0009308,INV-2025-009482,2025-10-17,1628.89,ACH
PAY-0008252,INV-2025-008403,2025-08-08,3757.93,ACH
PAY-0002565,INV-2025-002595,2025-11-06,3360.51,Check
PAY-0014040,INV-2024-014293,2024-10-18,6373.77,Check
PAY-0016552,INV-2024-016846,2024-07-18,5122.48,ACH
PAY-0015714,INV-2025-016001,2025-05-29,10079.96,ACH
PAY-0017753,INV-2025-018069,2025-02-26,2281.90,ACH
PAY-0009987,INV-2024-010170,2024-03-01,12703.02,Check
PAY-0006842,INV-2024-006948,2024-05-14,2482.30,ACH
PAY-0017941,INV-2024-018262,2024-03-07,5255.06,ACH
PAY-0006236,INV-2025-006336,2025-06-10,807.07,Card
PAY-0016971,INV-2024-017276,2024-05-16,10396.17,Card
PAY-0012323,INV-2024-012542,2024-07-11,2217.81,Card
PAY-0019300,INV-2024-019644,2024-05-30,9002.15,ACH
PAY-0008974,INV-2024-009136,2024-06-20,3901.58,ACH
PAY-0005886,INV-2025-005978,2025-08-04,4321.55,ACH
PAY-0002050,INV-2025-002074,2025-03-21,14151.57,Check
PAY-0017630,INV-2025-017945,2025-07-24,3464.65,ACH
PAY-0013134,INV-2024-013371,2024-05-14,4254.49,Card
PAY-0008011,INV-2024-008159,2024-03-15,8304.68,Wire
PAY-0012622,INV-2024-012845,2025-01-17,2339.05,Check
PAY-0005105,INV-2025-005178,2025-05-14,12468.25,ACH
PAY-0003081,INV-2025-003121,2025-02-21,7751.85,ACH
PAY-0007517,INV-2025-007650,2025-11-14,11182.69,Card
PAY-0017561,INV-2025-017875,2025-03-07,1886.89,Card
PAY-0014608,INV-2025-014874,2025-04-04,13735.67,ACH
PAY-0015329,INV-2025-015601,2025-12-10,2151.38,ACH
PAY-0014524,INV-2024-014790,2024-11-29,5628.88,ACH
PAY-0008946,INV-2024-009108,2024-10-04,5624.26,ACH
PAY-0011949,INV-2025-012161,2025-06-18,4480.38,Check
PAY-0018459,INV-2024-018793,2024-08-13,2449.62,Card
PAY-0016333,INV-2024-016623,2024-03-29,5478.02,Check
PAY-0000868,INV-2025-000881,2025-04-01,6711.57,ACH
PAY-0000838,INV-2024-000850,2024-12-20,100.00,ACH
PAY-0012439,INV-2025-012660,2025-01-17,3534.71,ACH
PAY-0011518,INV-2025-011723,2025-12-12,10006.16,Card
PAY-0015249,INV-2025-015521,2025-12-29,2919.68,ACH
PAY-0001638,INV-2024-001660,2024-11-08,3399.76,Check
PAY-0000267,INV-2025-000273,2025-08-01,4139.37,ACH
PAY-0002702,INV-2024-002735,2024-11-26,17021.03,Wire
PAY-0009332,INV-2025-009508,2025-10-27,5838.56,ACH
PAY-0016851,INV-2024-017152,2024-06-13,2819.00,ACH
PAY-0001906,INV-2024-001929,2024-08-16,10891.19,ACH
PAY-0004789,INV-2025-004861,2025-05-05,1844.25,Card
PAY-0018421,INV-2024-018754,2024-10-23,4755.67,ACH
PAY-0006020,INV-2024-006114,2025-01-03,5007.80,ACH
PAY-0010585,INV-2025-010775,2026-01-16,7222.00,ACH
PAY-0018460,INV-2024-018794,2024-10-03,5940.56,ACH
PAY-0017663,INV-2025-017978,2025-07-18,7786.18,ACH
PAY-0019064,INV-2024-019404,2024-06-11,5842.91,Check
PAY-0007074,INV-2024-007190,2024-04-12,3717.87,Check
PAY-0011077,INV-2025-011278,2025-10-24,4294.50,ACH
PAY-0007436,INV-2024-007566,2024-02-16,8513.27,ACH
PAY-0002096,INV-2024-002121,2024-02-19,4571.85,Check
PAY-0003822,INV-2025-003874,2025-07-17,4201.77,ACH
PAY-0016567,INV-2024-016861,2024-11-19,4429.04,ACH
PAY-0017668,INV-2024-017984,2024-03-18,3802.41,ACH
PAY-0000186,INV-2024-000188,2024-07-26,6152.42,Check
PAY-0003747,INV-2024-003798,2024-03-27,11302.52,ACH
PAY-0018141,INV-2024-018467,2024-03-01,6453.08,ACH
PAY-0007126,INV-2024-007243,2024-09-04,4584.90,Check
PAY-0007860,INV-2024-008008,2024-05-30,5936.90,ACH
PAY-0019524,INV-2025-019872,2025-04-04,2508.10,Check
PAY-0018829,INV-2025-019167,2025-11-28,4735.67,Wire
PAY-0019286,INV-2025-019630,2026-01-01,4780.55,ACH
PAY-0001856,INV-2025-001879,2025-11-24,14696.86,Card
PAY-0019517,INV-2024-019865,2024-07-12,2946.68,Check
PAY-0017532,INV-2024-017846,2024-07-08,1259.13,Check
PAY-0018999,INV-2024-019339,2024-11-13,3770.97,Wire
PAY-0009582,INV-2024-009761,2024-05-29,10148.17,Card
PAY-0015661,INV-2024-015948,2024-06-21,3957.52,ACH
PAY-0013932,INV-2024-014183,2024-08-12,3873.04,ACH
PAY-0001341,INV-2024-001359,2024-12-13,2826.87,ACH
PAY-0009349,INV-2025-009525,2025-08-11,3802.19,Wire
PAY-0009286,INV-2025-009460,2025-12-29,1148.99,Check
PAY-0002854,INV-2024-002889,2024-05-03,6565.38,ACH
PAY-0010097,INV-2025-010281,2025-11-10,2077.24,ACH
PAY-0012421,INV-2024-012642,2024-06-07,9274.46,Check
PAY-0014460,INV-2024-014724,2025-01-10,2012.01,Check
PAY-0007448,INV-2025-007578,2025-09-19,3780.04,Wire
PAY-0012905,INV-2025-013136,2025-11-12,5109.50,ACH
PAY-0016535,INV-2025-016829,2025-02-28,2362.00,ACH
PAY-0009005,INV-2024-009167,2024-11-22,100.00,ACH
PAY-0016582,INV-2024-016877,2024-11-27,4661.21,Check
PAY-0016551,INV-2024-016845,2024-05-16,3185.51,Card
PAY-0008907,INV-2025-009068,2025-07-04,1641.59,ACH
PAY-0008062,INV-2025-008211,2025-08-27,13390.72,Check
PAY-0009696,INV-2025-009876,2026-02-10,4690.80,Check
PAY-0010692,INV-2025-010882,2025-06-24,1473.59,Check
PAY-0017996,INV-2025-018317,2025-07-18,5669.12,Check
PAY-0009210,INV-2024-009382,2024-05-31,2690.17,ACH
PAY-0019054,INV-2025-019394,2025-10-01,4013.29,Check
PAY-0012550,INV-2024-012772,2024-05-31,3177.96,Check
PAY-0019509,INV-2025-019857,2026-01-30,5889.87,Wire
PAY-0013281,INV-2024-013519,2024-11-20,1196.39,ACH
PAY-0015461,INV-2025-015743,2025-05-09,900.25,ACH
PAY-0007318,INV-2024-007440,2024-05-20,6031.86,Wire
PAY-0012496,INV-2025-012718,2025-04-10,2356.70,ACH
PAY-0000139,INV-2025-000140,2025-12-24,179.62,Wire
PAY-0004790,INV-2025-004862,2025-06-25,3309.49,ACH
PAY-0007275,INV-2025-007396,2025-03-05,5987.29,ACH
PAY-0014806,INV-2024-015073,2024-10-25,1897.00,Check
PAY-0007273,INV-2024-007394,2024-12-09,4480.75,ACH
PAY-0001422,INV-2024-001440,2024-08-05,3011.12,ACH
PAY-0014801,INV-2024-015068,2024-03-22,3008.58,Card
PAY-0000795,INV-2024-000807,2024-06-04,954.40,ACH
PAY-0002442,INV-2025-002469,2025-10-30,4962.28,ACH
PAY-0016088,INV-2024-016378,2024-12-18,5742.27,ACH
PAY-0012831,INV-2025-013062,2026-01-16,9826.67,Wire
PAY-0006741,INV-2025-006847,2025-04-29,4729.03,Card
PAY-0019559,INV-2025-019907,2025-09-24,8457.66,Check
PAY-0007348,INV-2025-007471,2025-02-07,3555.01,ACH
PAY-0011211,INV-2024-011414,2024-10-03,4313.78,ACH
PAY-0009150,INV-2024-009318,2024-10-11,2886.33,ACH
PAY-0001789,INV-2025-001812,2025-12-18,4177.11,Wire
PAY-0010735,INV-2024-010925,2024-10-29,2232.84,ACH
PAY-0019417,INV-2024-019762,2024-11-20,1416.47,ACH
PAY-0000273,INV-2024-000279,2024-04-29,8122.11,Card
PAY-0019398,INV-2025-019743,2025-06-13,2974.54,ACH
PAY-0014696,INV-2025-014962,2025-10-10,4798.27,ACH
PAY-0016660,INV-2024-016955,2024-02-28,14411.87,Wire
PAY-0015156,INV-2025-015428,2025-11-28,5614.42,ACH
PAY-0018451,INV-2025-018785,2025-10-17,3435.63,Check
PAY-0017228,INV-2024-017535,2024-07-29,4761.77,Check
PAY-0002604,INV-2024-002635,2024-07-26,9387.09,ACH
PAY-0007389,INV-2025-007513,2025-08-29,8332.66,ACH
PAY-0013664,INV-2025-013908,2025-11-07,2089.94,ACH
PAY-0010783,INV-2025-010976,2025-01-31,2509.70,Check
PAY-0012667,INV-2024-012890,2024-04-18,2371.02,ACH
PAY-0005338,INV-2025-005415,2025-05-01,2079.01,ACH
PAY-0007606,INV-2024-007741,2024-03-28,2862.10,Check
PAY-0015068,INV-2025-015340,2025-06-09,3008.97,Check
PAY-0015015,INV-2025-015287,2025-03-24,2132.49,Check
PAY-0003125,INV-2025-003166,2025-04-25,15289.10,ACH
PAY-0015552,INV-2024-015838,2024-07-08,1015.99,ACH
PAY-0013215,INV-2025-013453,2025-04-22,11089.68,ACH
PAY-0010110,INV-2024-010294,2024-11-12,10762.45,ACH
PAY-0006958,INV-2025-007070,2025-02-14,617.60,ACH
PAY-0000505,INV-2025-000517,2025-11-14,2252.64,ACH
PAY-0000766,INV-2025-000778,2025-05-12,3572.17,ACH
PAY-0001152,INV-2024-001169,2024-05-31,2724.83,Check
PAY-0001107,INV-2025-001123,2025-06-26,5444.00,ACH
PAY-0003174,INV-2024-003215,2024-12-19,4069.34,ACH
PAY-0003773,INV-2024-003825,2024-05-30,2773.66,Check
PAY-0019093,INV-2025-019433,2025-02-21,6024.51,Card
PAY-0019552,INV-2024-019900,2024-12-16,5559.59,ACH
PAY-0014405,INV-2025-014669,2025-08-13,13213.65,ACH
PAY-0011252,INV-2025-011456,2025-06-24,18021.15,Check
PAY-0015879,INV-2024-016169,2024-05-09,2827.46,ACH
PAY-0016368,INV-2025-016658,2025-08-08,16104.58,Wire
PAY-0005091,INV-2025-005164,2025-10-28,1488.96,ACH
PAY-0014557,INV-2024-014823,2025-01-31,3842.13,ACH
PAY-0012845,INV-2024-013076,2024-03-08,4007.52,Check
PAY-0003376,INV-2024-003419,2024-11-13,1832.82,Check
PAY-0014654,INV-2024-014920,2025-01-03,3520.46,ACH
PAY-0003405,INV-2025-003449,2025-08-15,5693.92,ACH
PAY-0000661,INV-2025-000673,2025-04-30,4481.69,ACH
PAY-0005618,INV-2025-005699,2025-04-01,4278.02,Wire
PAY-0015134,INV-2025-015406,2025-10-29,1633.57,ACH
PAY-0012906,INV-2025-013137,2026-01-22,5620.10,ACH
PAY-0000787,INV-2025-000799,2025-11-28,6837.48,ACH
PAY-0003265,INV-2025-003307,2025-03-07,8015.32,Wire
PAY-0018766,INV-2025-019103,2025-05-23,11793.60,ACH
PAY-0001939,INV-2025-001962,2025-05-15,7583.25,ACH
PAY-0016225,INV-2024-016515,2024-12-27,23139.00,ACH
PAY-0019554,INV-2025-019902,2025-02-14,3900.15,Check
PAY-0019246,INV-2024-019589,2024-07-12,4840.03,Card
PAY-0000531,INV-2024-000543,2024-07-11,3424.04,ACH
PAY-0010724,INV-2025-010914,2025-11-14,5072.96,Check
PAY-0018409,INV-2025-018742,2025-03-04,3935.92,ACH
PAY-0013428,INV-2024-013668,2024-06-07,3844.06,Card
PAY-0011224,INV-2024-011428,2024-08-30,5772.92,ACH
PAY-0018503,INV-2024-018837,2024-11-04,2624.71,Card
PAY-0003379,INV-2025-003422,2025-03-21,100.00,Check
PAY-0000222,INV-2025-000227,2025-05-12,1831.21,ACH
PAY-0007597,INV-2025-007732,2025-12-17,5624.85,ACH
