invoice_id,customer_id,invoice_date,due_date,amount,status_id
INV-2025-012759,C-01955,2025-08-15,2025-08-15,4043.23,3
INV-2025-012760,C-01955,2025-09-05,2025-09-05,2401.61,3
INV-2025-012761,C-01955,2025-10-14,2025-10-14,1448.93,3
INV-2025-012762,C-01955,2025-11-14,2025-11-14,1018.45,3
INV-2025-012763,C-01955,2025-12-08,2025-12-08,693.24,3
INV-2025-012764,C-01955,2025-12-22,2025-12-22,2955.11,3
INV-2026-012765,C-01955,2026-02-03,2026-02-03,3025.73,3
INV-2026-012766,C-01955,2026-02-19,2026-02-19,2153.35,3
INV-2026-012767,C-01955,2026-03-26,2026-03-26,2891.17,3
INV-2026-012768,C-01955,2026-04-17,2026-04-17,2409.69,3
INV-2024-012769,C-01956,2024-01-16,2024-02-15,5685.11,3
INV-2024-012770,C-01956,2024-02-28,2024-03-29,6738.48,3
INV-2024-012771,C-01956,2024-03-19,2024-04-18,4534.84,3
INV-2024-012772,C-01956,2024-04-26,2024-05-26,3177.96,3
INV-2024-012773,C-01956,2024-06-26,2024-07-26,5541.51,3
INV-2024-012774,C-01956,2024-07-11,2024-08-10,5687.56,3
INV-2024-012775,C-01956,2024-08-22,2024-09-21,4523.49,3
INV-2024-012776,C-01956,2024-10-11,2024-11-10,1790.60,3
INV-2024-012777,C-01956,2024-10-25,2024-11-24,3749.31,3
INV-2024-012778,C-01956,2024-12-31,2025-01-30,7397.08,3
INV-2025-012779,C-01956,2025-01-24,2025-02-23,4098.74,3
INV-2025-012780,C-01956,2025-02-26,2025-03-28,4003.57,3
INV-2025-012781,C-01956,2025-04-04,2025-05-04,3511.99,3
INV-2025-012782,C-01956,2025-05-09,2025-06-08,2897.88,3
INV-2025-012783,C-01956,2025-06-30,2025-07-30,5051.78,3
INV-2025-012784,C-01956,2025-07-25,2025-08-24,4688.40,3
INV-2025-012785,C-01956,2025-09-05,2025-10-05,4912.38,3
INV-2025-012786,C-01956,2025-10-17,2025-11-16,5048.68,3
INV-2025-012787,C-01956,2025-11-14,2025-12-14,4937.25,3
INV-2025-012788,C-01956,2025-12-10,2026-01-09,3628.33,3
INV-2026-012789,C-01956,2026-01-13,2026-02-12,6321.08,3
INV-2026-012790,C-01956,2026-03-02,2026-04-01,4543.85,3
INV-2026-012791,C-01956,2026-04-10,2026-05-10,5715.08,1
INV-2024-012792,C-01957,2024-01-17,2024-02-16,5040.68,3
INV-2024-012793,C-01957,2024-03-18,2024-04-17,5232.77,3
INV-2024-012794,C-01957,2024-05-16,2024-06-15,8870.24,3
INV-2024-012795,C-01957,2024-07-29,2024-08-28,1388.30,3
INV-2024-012796,C-01957,2024-08-22,2024-09-21,4695.40,3
INV-2024-012797,C-01957,2024-11-06,2024-12-06,6292.27,3
INV-2025-012798,C-01957,2025-01-21,2025-02-20,6260.96,3
INV-2025-012799,C-01957,2025-02-11,2025-03-13,5343.07,3
INV-2025-012800,C-01957,2025-04-30,2025-05-30,7787.24,3
INV-2025-012801,C-01957,2025-07-02,2025-08-01,4590.77,3
INV-2025-012802,C-01957,2025-08-11,2025-09-10,4088.61,3
INV-2025-012803,C-01957,2025-10-21,2025-11-20,5540.48,3
INV-2025-012804,C-01957,2025-11-18,2025-12-18,3938.21,3
INV-2026-012805,C-01957,2026-01-13,2026-02-12,5323.12,3
INV-2026-012806,C-01957,2026-04-17,2026-05-17,5662.61,1
INV-2024-012807,C-01958,2024-03-22,2024-04-06,3971.10,3
INV-2024-012808,C-01958,2024-07-19,2024-08-03,8289.80,3
INV-2025-012809,C-01958,2025-05-02,2025-05-17,16748.50,3
INV-2025-012810,C-01958,2025-09-11,2025-09-26,12673.41,3
INV-2026-012811,C-01958,2026-02-13,2026-02-28,10055.76,3
INV-2024-012812,C-01959,2024-02-02,2024-02-17,4925.96,3
INV-2024-012813,C-01959,2024-02-27,2024-03-13,3061.97,3
INV-2024-012814,C-01959,2024-03-28,2024-04-12,4503.80,3
INV-2024-012815,C-01959,2024-05-09,2024-05-24,6663.23,3
INV-2024-012816,C-01959,2024-06-21,2024-07-06,3510.33,3
INV-2024-012817,C-01959,2024-08-26,2024-09-10,3409.92,3
INV-2024-012818,C-01959,2024-10-04,2024-10-19,6708.88,3
INV-2024-012819,C-01959,2024-11-05,2024-11-20,3263.93,3
INV-2024-012820,C-01959,2024-12-02,2024-12-17,4254.86,3
INV-2025-012821,C-01959,2025-01-24,2025-02-08,3600.03,3
INV-2025-012822,C-01959,2025-03-14,2025-03-29,4498.63,3
INV-2025-012823,C-01959,2025-04-18,2025-05-03,5150.21,3
INV-2025-012824,C-01959,2025-05-12,2025-05-27,4714.00,3
INV-2025-012825,C-01959,2025-07-04,2025-07-19,3829.73,3
INV-2025-012826,C-01959,2025-08-20,2025-09-04,7668.02,3
INV-2025-012827,C-01959,2025-10-02,2025-10-17,4532.26,3
INV-2025-012828,C-01959,2025-11-03,2025-11-18,2284.11,3
INV-2025-012829,C-01959,2025-12-05,2025-12-20,4341.01,1
INV-2026-012830,C-01959,2026-01-28,2026-02-12,5564.57,1
INV-2026-012831,C-01959,2026-02-25,2026-03-12,3352.27,3
INV-2026-012832,C-01959,2026-03-30,2026-04-14,2153.14,1
INV-2024-012833,C-01960,2024-01-17,2024-03-02,774.96,3
INV-2024-012834,C-01960,2024-02-02,2024-03-18,1214.07,3
INV-2024-012835,C-01960,2024-03-15,2024-04-29,1590.28,3
INV-2024-012836,C-01960,2024-04-11,2024-05-26,1380.84,3
INV-2024-012837,C-01960,2024-04-19,2024-06-03,2323.93,3
INV-2024-012838,C-01960,2024-05-17,2024-07-01,4480.34,3
INV-2024-012839,C-01960,2024-06-21,2024-08-05,4030.65,3
INV-2024-012840,C-01960,2024-07-12,2024-08-26,4597.78,3
INV-2024-012841,C-01960,2024-08-16,2024-09-30,2145.69,3
INV-2024-012842,C-01960,2024-09-09,2024-10-24,3116.79,3
INV-2024-012843,C-01960,2024-10-04,2024-11-18,1677.61,3
INV-2024-012844,C-01960,2024-10-31,2024-12-15,1061.64,3
INV-2024-012845,C-01960,2024-12-03,2025-01-17,2339.05,3
INV-2025-012846,C-01960,2025-01-03,2025-02-17,482.10,3
INV-2025-012847,C-01960,2025-01-13,2025-02-27,2800.11,3
INV-2025-012848,C-01960,2025-02-18,2025-04-04,2650.07,1
INV-2025-012849,C-01960,2025-03-24,2025-05-08,2356.87,3
INV-2025-012850,C-01960,2025-04-17,2025-06-01,1493.46,3
INV-2025-012851,C-01960,2025-05-02,2025-06-16,4760.62,3
INV-2025-012852,C-01960,2025-06-06,2025-07-21,2207.62,3
INV-2025-012853,C-01960,2025-06-18,2025-08-02,2754.47,3
INV-2025-012854,C-01960,2025-07-28,2025-09-11,3381.45,3
INV-2025-012855,C-01960,2025-08-22,2025-10-06,100.00,3
INV-2025-012856,C-01960,2025-09-19,2025-11-03,1289.61,3
INV-2025-012857,C-01960,2025-10-02,2025-11-16,1900.33,3
INV-2025-012858,C-01960,2025-11-17,2026-01-01,478.76,4
INV-2025-012859,C-01960,2025-11-28,2026-01-12,3177.39,3
INV-2026-012860,C-01960,2026-01-09,2026-02-23,1269.60,3
INV-2026-012861,C-01960,2026-02-04,2026-03-21,2345.84,3
INV-2026-012862,C-01960,2026-02-13,2026-03-30,3088.09,3
INV-2026-012863,C-01960,2026-03-13,2026-04-27,1264.17,3
INV-2026-012864,C-01960,2026-04-21,2026-06-05,2624.91,1
INV-2024-012865,C-01961,2024-05-24,2024-07-08,846.92,3
INV-2024-012866,C-01961,2024-09-20,2024-11-04,12408.57,3
INV-2024-012867,C-01961,2024-12-30,2025-02-13,9665.68,3
INV-2025-012868,C-01961,2025-07-11,2025-08-25,8165.24,3
INV-2025-012869,C-01961,2025-12-19,2026-02-02,4533.15,2
INV-2024-012870,C-01962,2024-01-11,2024-01-26,3958.85,3
INV-2024-012871,C-01962,2024-03-08,2024-03-23,3124.76,3
INV-2024-012872,C-01962,2024-05-10,2024-05-25,3736.54,3
INV-2024-012873,C-01962,2024-06-21,2024-07-06,4774.67,3
INV-2024-012874,C-01962,2024-07-15,2024-07-30,2128.39,3
INV-2024-012875,C-01962,2024-09-06,2024-09-21,972.77,3
INV-2024-012876,C-01962,2024-10-29,2024-11-13,2496.49,3
INV-2024-012877,C-01962,2024-12-16,2024-12-31,2367.30,3
INV-2025-012878,C-01962,2025-01-22,2025-02-06,2523.89,3
INV-2025-012879,C-01962,2025-03-12,2025-03-27,1832.38,3
INV-2025-012880,C-01962,2025-05-13,2025-05-28,1083.02,3
INV-2025-012881,C-01962,2025-06-27,2025-07-12,100.00,3
INV-2025-012882,C-01962,2025-08-01,2025-08-16,674.31,3
INV-2025-012883,C-01962,2025-10-01,2025-10-16,1868.63,3
INV-2025-012884,C-01962,2025-11-17,2025-12-02,3685.07,3
INV-2026-012885,C-01962,2026-01-16,2026-01-31,1506.45,3
INV-2026-012886,C-01962,2026-02-16,2026-03-03,3239.95,3
INV-2026-012887,C-01962,2026-04-15,2026-04-30,3904.94,3
INV-2024-012888,C-01963,2024-01-15,2024-01-15,2709.79,3
INV-2024-012889,C-01963,2024-03-29,2024-03-29,6895.16,3
INV-2024-012890,C-01963,2024-04-15,2024-04-15,2371.02,3
INV-2024-012891,C-01963,2024-06-11,2024-06-11,6640.43,3
INV-2024-012892,C-01963,2024-08-15,2024-08-15,2438.55,3
INV-2024-012893,C-01963,2024-10-18,2024-10-18,4837.40,3
INV-2024-012894,C-01963,2024-11-01,2024-11-01,6284.66,3
INV-2025-012895,C-01963,2025-01-07,2025-01-07,2821.94,3
INV-2025-012896,C-01963,2025-03-06,2025-03-06,6358.91,3
INV-2025-012897,C-01963,2025-04-03,2025-04-03,3319.64,3
INV-2025-012898,C-01963,2025-06-17,2025-06-17,3699.81,3
INV-2025-012899,C-01963,2025-08-07,2025-08-07,4529.65,3
INV-2025-012900,C-01963,2025-10-01,2025-10-01,4513.04,3
INV-2025-012901,C-01963,2025-11-14,2025-11-14,5543.88,3
INV-2026-012902,C-01963,2026-01-06,2026-01-06,5588.49,3
INV-2026-012903,C-01963,2026-03-04,2026-03-04,8169.20,3
INV-2026-012904,C-01963,2026-04-03,2026-04-03,4769.82,2
INV-2024-012905,C-01964,2024-01-11,2024-02-10,7461.70,3
INV-2024-012906,C-01964,2024-03-01,2024-03-31,2141.45,3
INV-2024-012907,C-01964,2024-04-04,2024-05-04,2424.70,3
INV-2024-012908,C-01964,2024-06-04,2024-07-04,3560.51,3
INV-2024-012909,C-01964,2024-06-25,2024-07-25,2134.79,3
INV-2024-012910,C-01964,2024-08-19,2024-09-18,2030.15,3
INV-2024-012911,C-01964,2024-09-20,2024-10-20,4766.49,3
INV-2024-012912,C-01964,2024-11-01,2024-12-01,4806.58,3
INV-2024-012913,C-01964,2024-12-26,2025-01-25,4323.96,3
INV-2025-012914,C-01964,2025-01-28,2025-02-27,7050.36,3
INV-2025-012915,C-01964,2025-03-12,2025-04-11,5456.59,3
INV-2025-012916,C-01964,2025-05-01,2025-05-31,5598.20,1
INV-2025-012917,C-01964,2025-07-02,2025-08-01,4830.95,3
INV-2025-012918,C-01964,2025-08-04,2025-09-03,5528.86,3
INV-2025-012919,C-01964,2025-09-10,2025-10-10,5520.95,3
INV-2025-012920,C-01964,2025-10-10,2025-11-09,2367.10,3
INV-2025-012921,C-01964,2025-12-10,2026-01-09,5411.77,3
INV-2026-012922,C-01964,2026-01-23,2026-02-22,4579.00,3
INV-2026-012923,C-01964,2026-03-06,2026-04-05,1285.18,1
INV-2026-012924,C-01964,2026-04-02,2026-05-02,3022.24,1
INV-2024-012925,C-01965,2024-01-12,2024-02-26,3692.32,3
INV-2024-012926,C-01965,2024-03-08,2024-04-22,3735.24,3
INV-2024-012927,C-01965,2024-04-09,2024-05-24,5346.00,3
INV-2024-012928,C-01965,2024-05-22,2024-07-06,7299.95,3
INV-2024-012929,C-01965,2024-07-03,2024-08-17,3392.88,3
INV-2024-012930,C-01965,2024-07-26,2024-09-09,5268.01,3
INV-2024-012931,C-01965,2024-09-24,2024-11-08,5512.99,3
INV-2024-012932,C-01965,2024-10-31,2024-12-15,7757.11,3
INV-2024-012933,C-01965,2024-12-17,2025-01-31,2874.69,3
INV-2025-012934,C-01965,2025-01-10,2025-02-24,2905.72,3
INV-2025-012935,C-01965,2025-03-06,2025-04-20,6143.15,3
INV-2025-012936,C-01965,2025-03-28,2025-05-12,5430.69,3
INV-2025-012937,C-01965,2025-05-23,2025-07-07,983.83,3
INV-2025-012938,C-01965,2025-06-30,2025-08-14,3651.16,3
INV-2025-012939,C-01965,2025-08-08,2025-09-22,2780.18,3
INV-2025-012940,C-01965,2025-09-19,2025-11-03,4381.65,3
INV-2025-012941,C-01965,2025-11-07,2025-12-22,6542.04,3
INV-2025-012942,C-01965,2025-11-28,2026-01-12,8135.36,3
INV-2026-012943,C-01965,2026-01-15,2026-03-01,6378.45,3
INV-2026-012944,C-01965,2026-03-03,2026-04-17,4666.41,4
INV-2026-012945,C-01965,2026-04-08,2026-05-23,3937.69,1
INV-2024-012946,C-01966,2024-01-31,2024-01-31,3382.40,3
INV-2024-012947,C-01966,2024-02-21,2024-02-21,3218.72,3
INV-2024-012948,C-01966,2024-03-22,2024-03-22,1395.66,3
INV-2024-012949,C-01966,2024-04-25,2024-04-25,4138.97,3
INV-2024-012950,C-01966,2024-06-21,2024-06-21,1740.74,3
INV-2024-012951,C-01966,2024-07-25,2024-07-25,3993.41,3
INV-2024-012952,C-01966,2024-08-30,2024-08-30,1682.37,3
INV-2024-012953,C-01966,2024-10-04,2024-10-04,1997.28,3
INV-2024-012954,C-01966,2024-10-25,2024-10-25,878.63,3
INV-2024-012955,C-01966,2024-11-22,2024-11-22,2978.97,3
INV-2024-012956,C-01966,2024-12-26,2024-12-26,3723.75,3
INV-2025-012957,C-01966,2025-01-29,2025-01-29,3203.75,3
INV-2025-012958,C-01966,2025-03-20,2025-03-20,3519.98,3
INV-2025-012959,C-01966,2025-04-30,2025-04-30,3084.38,3
INV-2025-012960,C-01966,2025-05-20,2025-05-20,1626.75,3
INV-2025-012961,C-01966,2025-07-14,2025-07-14,4062.14,3
INV-2025-012962,C-01966,2025-07-29,2025-07-29,2720.53,3
INV-2025-012963,C-01966,2025-09-12,2025-09-12,5736.34,3
INV-2025-012964,C-01966,2025-10-03,2025-10-03,3549.63,3
INV-2025-012965,C-01966,2025-12-02,2025-12-02,1977.01,3
INV-2025-012966,C-01966,2025-12-23,2025-12-23,533.59,3
INV-2026-012967,C-01966,2026-02-06,2026-02-06,2863.58,3
INV-2026-012968,C-01966,2026-03-13,2026-03-13,4002.95,3
INV-2026-012969,C-01966,2026-04-01,2026-04-01,2890.22,3
INV-2024-012970,C-01967,2024-05-10,2024-06-24,7713.52,3
INV-2025-012971,C-01967,2025-01-20,2025-03-06,8266.98,3
INV-2025-012972,C-01967,2025-07-28,2025-09-11,15510.99,3
INV-2026-012973,C-01967,2026-03-06,2026-04-20,15146.98,3
INV-2024-012974,C-01968,2024-01-15,2024-02-14,1465.41,3
INV-2024-012975,C-01968,2024-02-13,2024-03-14,1609.29,3
INV-2024-012976,C-01968,2024-03-14,2024-04-13,2318.08,1
INV-2024-012977,C-01968,2024-04-05,2024-05-05,2223.77,3
INV-2024-012978,C-01968,2024-05-09,2024-06-08,1814.17,3
INV-2024-012979,C-01968,2024-05-21,2024-06-20,2685.20,3
INV-2024-012980,C-01968,2024-07-01,2024-07-31,2226.29,3
INV-2024-012981,C-01968,2024-07-05,2024-08-04,2041.82,3
INV-2024-012982,C-01968,2024-08-15,2024-09-14,2481.99,3
INV-2024-012983,C-01968,2024-09-19,2024-10-19,2061.46,3
INV-2024-012984,C-01968,2024-10-09,2024-11-08,1977.70,3
INV-2024-012985,C-01968,2024-11-07,2024-12-07,2530.17,3
INV-2024-012986,C-01968,2024-11-25,2024-12-25,4169.49,3
INV-2024-012987,C-01968,2024-12-24,2025-01-23,2908.26,3
INV-2025-012988,C-01968,2025-01-28,2025-02-27,2073.55,3
INV-2025-012989,C-01968,2025-02-10,2025-03-12,3440.10,3
INV-2025-012990,C-01968,2025-03-07,2025-04-06,2631.85,3
INV-2025-012991,C-01968,2025-03-28,2025-04-27,1816.07,1
INV-2025-012992,C-01968,2025-05-02,2025-06-01,1560.32,3
INV-2025-012993,C-01968,2025-06-02,2025-07-02,2422.66,3
INV-2025-012994,C-01968,2025-06-26,2025-07-26,3568.02,1
INV-2025-012995,C-01968,2025-07-25,2025-08-24,1785.79,3
INV-2025-012996,C-01968,2025-08-27,2025-09-26,2015.45,3
INV-2025-012997,C-01968,2025-09-17,2025-10-17,548.67,3
INV-2025-012998,C-01968,2025-10-03,2025-11-02,601.67,3
INV-2025-012999,C-01968,2025-11-14,2025-12-14,2506.72,3
INV-2025-013000,C-01968,2025-12-10,2026-01-09,2313.14,3
INV-2026-013001,C-01968,2026-01-05,2026-02-04,2875.28,3
INV-2026-013002,C-01968,2026-01-30,2026-03-01,1436.82,3
INV-2026-013003,C-01968,2026-02-26,2026-03-28,4508.31,1
INV-2026-013004,C-01968,2026-03-11,2026-04-10,1878.55,1
INV-2026-013005,C-01968,2026-04-20,2026-05-20,3416.07,1
INV-2024-013006,C-01969,2024-02-02,2024-02-17,7670.28,3
INV-2024-013007,C-01969,2024-07-24,2024-08-08,16830.61,3
INV-2025-013008,C-01969,2025-04-11,2025-04-26,9482.43,3
INV-2025-013009,C-01969,2025-07-11,2025-07-26,16948.38,3
INV-2025-013010,C-01969,2025-12-19,2026-01-03,15047.22,3
INV-2024-013011,C-01970,2024-03-29,2024-05-13,9701.44,3
INV-2024-013012,C-01970,2024-07-05,2024-08-19,3503.01,3
INV-2025-013013,C-01970,2025-04-29,2025-06-13,555.38,3
INV-2025-013014,C-01970,2025-07-31,2025-09-14,7162.09,3
INV-2026-013015,C-01970,2026-03-10,2026-04-24,1831.62,1
INV-2024-013016,C-01971,2024-01-25,2024-02-09,13473.00,3
INV-2024-013017,C-01971,2024-10-03,2024-10-18,14278.78,3
INV-2025-013018,C-01971,2025-03-25,2025-04-09,15080.69,3
INV-2025-013019,C-01971,2025-09-26,2025-10-11,11807.51,3
INV-2026-013020,C-01971,2026-03-03,2026-03-18,12440.88,3
INV-2024-013021,C-01972,2024-01-31,2024-03-01,8363.30,3
INV-2024-013022,C-01972,2024-02-28,2024-03-29,3009.78,3
INV-2024-013023,C-01972,2024-04-12,2024-05-12,100.00,3
INV-2024-013024,C-01972,2024-05-07,2024-06-06,6833.05,3
INV-2024-013025,C-01972,2024-06-26,2024-07-26,4819.45,3
INV-2024-013026,C-01972,2024-07-30,2024-08-29,2087.48,3
INV-2024-013027,C-01972,2024-08-22,2024-09-21,9468.58,3
INV-2024-013028,C-01972,2024-09-25,2024-10-25,4358.93,3
INV-2024-013029,C-01972,2024-10-30,2024-11-29,3737.86,3
INV-2024-013030,C-01972,2024-12-30,2025-01-29,4920.14,3
INV-2025-013031,C-01972,2025-01-13,2025-02-12,5773.73,3
INV-2025-013032,C-01972,2025-03-07,2025-04-06,4131.65,3
INV-2025-013033,C-01972,2025-03-26,2025-04-25,6251.80,3
INV-2025-013034,C-01972,2025-05-02,2025-06-01,3938.61,3
INV-2025-013035,C-01972,2025-07-01,2025-07-31,5047.02,3
INV-2025-013036,C-01972,2025-07-11,2025-08-10,4816.85,3
INV-2025-013037,C-01972,2025-09-10,2025-10-10,5201.46,3
INV-2025-013038,C-01972,2025-10-09,2025-11-08,3828.92,3
INV-2025-013039,C-01972,2025-11-28,2025-12-28,5579.85,3
INV-2025-013040,C-01972,2025-12-25,2026-01-24,3102.49,3
INV-2026-013041,C-01972,2026-02-03,2026-03-05,7279.26,3
INV-2026-013042,C-01972,2026-03-09,2026-04-08,4278.95,3
INV-2026-013043,C-01972,2026-04-16,2026-05-16,3068.27,4
INV-2024-013044,C-01973,2024-02-28,2024-03-29,5343.47,3
INV-2024-013045,C-01973,2024-07-17,2024-08-16,16043.42,3
INV-2024-013046,C-01973,2024-12-27,2025-01-26,9646.31,3
INV-2025-013047,C-01973,2025-04-24,2025-05-24,5644.01,3
INV-2025-013048,C-01973,2025-11-07,2025-12-07,7631.80,3
INV-2026-013049,C-01973,2026-03-12,2026-04-11,11928.63,3
INV-2024-013050,C-01974,2024-03-07,2024-04-06,624.96,3
INV-2024-013051,C-01974,2024-11-13,2024-12-13,9504.45,3
INV-2025-013052,C-01974,2025-07-04,2025-08-03,9074.58,3
INV-2025-013053,C-01974,2025-12-03,2026-01-02,13254.99,3
INV-2024-013054,C-01975,2024-03-14,2024-04-13,17657.47,3
INV-2024-013055,C-01975,2024-05-31,2024-06-30,13369.61,3
INV-2024-013056,C-01975,2024-07-12,2024-08-11,7339.78,3
INV-2024-013057,C-01975,2024-11-07,2024-12-07,9966.25,3
INV-2024-013058,C-01975,2024-12-13,2025-01-12,18604.88,3
INV-2025-013059,C-01975,2025-03-19,2025-04-18,9690.31,3
INV-2025-013060,C-01975,2025-07-04,2025-08-03,16923.65,3
INV-2025-013061,C-01975,2025-10-03,2025-11-02,8609.30,3
INV-2025-013062,C-01975,2025-12-19,2026-01-18,9826.67,3
INV-2026-013063,C-01975,2026-03-27,2026-04-26,10291.11,3
INV-2024-013064,C-01976,2024-03-04,2024-03-19,6787.17,3
INV-2024-013065,C-01976,2024-07-29,2024-08-13,9106.93,1
INV-2024-013066,C-01976,2024-10-28,2024-11-12,13098.22,3
INV-2025-013067,C-01976,2025-02-24,2025-03-11,10357.40,3
INV-2025-013068,C-01976,2025-07-04,2025-07-19,6504.97,3
INV-2025-013069,C-01976,2025-10-31,2025-11-15,6874.46,3
INV-2026-013070,C-01976,2026-03-04,2026-03-19,7349.79,3
INV-2024-013071,C-01977,2024-03-29,2024-04-28,9383.45,3
INV-2024-013072,C-01977,2024-07-19,2024-08-18,12126.06,3
INV-2025-013073,C-01977,2025-01-17,2025-02-16,2910.57,3
INV-2025-013074,C-01977,2025-07-28,2025-08-27,23184.60,3
INV-2026-013075,C-01977,2026-02-17,2026-03-19,11711.17,1
INV-2024-013076,C-01978,2024-02-09,2024-03-10,4007.52,3
INV-2024-013077,C-01978,2024-03-12,2024-04-11,6529.02,3
INV-2024-013078,C-01978,2024-05-15,2024-06-14,1501.54,3
INV-2024-013079,C-01978,2024-07-01,2024-07-31,4995.89,3
INV-2024-013080,C-01978,2024-09-11,2024-10-11,3805.09,3
INV-2024-013081,C-01978,2024-10-25,2024-11-24,4000.55,3
INV-2024-013082,C-01978,2024-11-22,2024-12-22,4115.42,3
INV-2025-013083,C-01978,2025-01-24,2025-02-23,5127.87,3
INV-2025-013084,C-01978,2025-04-01,2025-05-01,3783.48,3
INV-2025-013085,C-01978,2025-05-05,2025-06-04,5031.70,3
INV-2025-013086,C-01978,2025-07-14,2025-08-13,3300.46,3
INV-2025-013087,C-01978,2025-08-15,2025-09-14,6291.61,3
INV-2025-013088,C-01978,2025-11-07,2025-12-07,3679.42,3
INV-2025-013089,C-01978,2025-12-15,2026-01-14,2638.98,3
INV-2026-013090,C-01978,2026-02-06,2026-03-08,4466.08,3
INV-2026-013091,C-01978,2026-04-03,2026-05-03,5759.85,3
INV-2024-013092,C-01979,2024-02-13,2024-02-13,6773.59,3
INV-2024-013093,C-01979,2024-03-22,2024-03-22,100.00,3
INV-2024-013094,C-01979,2024-05-16,2024-05-16,6183.29,3
INV-2024-013095,C-01979,2024-07-31,2024-07-31,4237.22,3
INV-2024-013096,C-01979,2024-09-16,2024-09-16,3651.12,3
INV-2024-013097,C-01979,2024-11-27,2024-11-27,4697.71,3
INV-2025-013098,C-01979,2025-02-07,2025-02-07,4051.77,3
INV-2025-013099,C-01979,2025-04-01,2025-04-01,5126.46,3
INV-2025-013100,C-01979,2025-05-27,2025-05-27,1634.24,3
INV-2025-013101,C-01979,2025-08-21,2025-08-21,2015.52,3
INV-2025-013102,C-01979,2025-10-10,2025-10-10,5603.43,3
INV-2025-013103,C-01979,2025-11-14,2025-11-14,7604.21,3
INV-2026-013104,C-01979,2026-01-28,2026-01-28,4887.58,3
INV-2026-013105,C-01979,2026-03-27,2026-03-27,7380.94,3
INV-2024-013106,C-01980,2024-01-22,2024-03-07,3109.27,3
INV-2024-013107,C-01980,2024-02-20,2024-04-05,1058.64,3
INV-2024-013108,C-01980,2024-04-25,2024-06-09,3992.87,3
INV-2024-013109,C-01980,2024-05-29,2024-07-13,6467.74,3
INV-2024-013110,C-01980,2024-07-29,2024-09-12,5511.17,3
INV-2024-013111,C-01980,2024-08-27,2024-10-11,6936.73,3
INV-2024-013112,C-01980,2024-10-31,2024-12-15,2223.65,3
INV-2024-013113,C-01980,2024-11-29,2025-01-13,3924.90,3
INV-2025-013114,C-01980,2025-01-10,2025-02-24,4516.50,1
INV-2025-013115,C-01980,2025-02-28,2025-04-14,5776.78,4
INV-2025-013116,C-01980,2025-04-15,2025-05-30,6095.42,3
INV-2025-013117,C-01980,2025-05-12,2025-06-26,3382.76,3
INV-2025-013118,C-01980,2025-07-04,2025-08-18,3377.96,3
INV-2025-013119,C-01980,2025-08-21,2025-10-05,5975.17,3
INV-2025-013120,C-01980,2025-10-17,2025-12-01,5696.77,3
INV-2025-013121,C-01980,2025-11-25,2026-01-09,2704.81,3
INV-2025-013122,C-01980,2025-12-26,2026-02-09,1528.99,3
INV-2026-013123,C-01980,2026-02-24,2026-04-10,3245.81,3
INV-2026-013124,C-01980,2026-04-23,2026-06-07,6113.81,1
INV-2024-013125,C-01981,2024-02-15,2024-03-16,5608.69,3
INV-2024-013126,C-01981,2024-03-28,2024-04-27,2734.91,3
INV-2024-013127,C-01981,2024-05-24,2024-06-23,3893.09,3
INV-2024-013128,C-01981,2024-06-28,2024-07-28,5467.36,3
INV-2024-013129,C-01981,2024-08-23,2024-09-22,5058.96,3
INV-2024-013130,C-01981,2024-11-04,2024-12-04,1215.89,3
INV-2024-013131,C-01981,2024-12-27,2025-01-26,5914.32,3
INV-2025-013132,C-01981,2025-03-03,2025-04-02,4354.10,3
INV-2025-013133,C-01981,2025-05-02,2025-06-01,7790.41,3
INV-2025-013134,C-01981,2025-06-26,2025-07-26,5688.49,3
INV-2025-013135,C-01981,2025-08-29,2025-09-28,2680.57,3
INV-2025-013136,C-01981,2025-10-13,2025-11-12,5109.50,3
INV-2025-013137,C-01981,2025-12-26,2026-01-25,5620.10,3
INV-2026-013138,C-01981,2026-01-21,2026-02-20,4850.75,3
INV-2026-013139,C-01981,2026-04-17,2026-05-17,5879.54,1
INV-2024-013140,C-01982,2024-03-12,2024-03-27,12418.81,3
INV-2024-013141,C-01982,2024-06-14,2024-06-29,16804.74,3
INV-2024-013142,C-01982,2024-08-13,2024-08-28,10002.15,3
INV-2024-013143,C-01982,2024-12-12,2024-12-27,15665.48,3
INV-2025-013144,C-01982,2025-02-28,2025-03-15,8673.68,3
INV-2025-013145,C-01982,2025-05-26,2025-06-10,10525.24,3
INV-2025-013146,C-01982,2025-08-29,2025-09-13,12965.65,3
INV-2025-013147,C-01982,2025-11-14,2025-11-29,22977.89,3
INV-2026-013148,C-01982,2026-02-24,2026-03-11,11872.74,3
INV-2024-013149,C-01983,2024-03-29,2024-05-13,9014.76,3
INV-2025-013150,C-01983,2025-01-24,2025-03-10,9980.32,3
INV-2025-013151,C-01983,2025-06-26,2025-08-10,13131.59,3
INV-2025-013152,C-01983,2025-12-16,2026-01-30,8001.73,3
INV-2024-013153,C-01984,2024-02-28,2024-04-13,8670.59,3
INV-2024-013154,C-01984,2024-07-30,2024-09-13,8132.90,3
INV-2024-013155,C-01984,2024-09-27,2024-11-11,15198.08,3
INV-2025-013156,C-01984,2025-03-10,2025-04-24,14637.99,3
INV-2025-013157,C-01984,2025-05-29,2025-07-13,12086.27,3
